Seed,Species,Shiny,EC,PID,Tera Type,HP,Atk,Def,SpA,SpD,Spe,Ability,Nature,Gender,Height,Weight,Scale,Drops
9C0C5A81,Indeedee,No,BEA9C4DC,CCE67339,Fairy,31,31,31,31,31,31,Inner Focus,Quirky,Male,168,205,99,0
9C387F08,Sudowoodo,No,BED5E963,9CAB2CD1,Poison,31,31,31,31,31,31,Rock Head,Timid,Female,94,183,23,0
9C634588,Magikarp,No,BF00AFE3,30FF21D1,Poison,31,31,31,31,31,31,Swift Swim,Quiet,Female,182,151,131,0
9CF12172,Oinkologne,No,BF8E8BCD,78118F7A,Psychic,31,31,31,31,31,31,Gluttony,Hardy,Male,130,159,221,0
9D1704EC,Bronzor,No,BFB46F47,DF51EB86,Ghost,31,31,31,31,31,31,Levitate,Hasty,Genderless,113,153,162,0
9E2CDEFB,Flaaffy,No,C0CA4956,4D5A748A,Water,31,31,31,31,31,31,Static,Quiet,Female,64,73,22,0
9EED5500,Cubchoo,No,C18ABF5B,4763BC26,Bug,31,31,31,31,31,31,Snow Cloak,Mild,Male,192,150,104,0
9EEE506C,Sableye,No,C18BBAC7,4376123A,Ghost,31,31,31,31,31,31,Keen Eye,Quirky,Male,122,117,128,0
9F0BB485,Basculin,No,C1A91EE0,CEC04964,Normal,31,31,31,31,31,31,Mold Breaker,Calm,Female,124,159,145,0
9F19CE02,Frigibax,No,C1B7385D,17EA84E4,Dark,31,31,31,31,31,31,Thermal Exchange,Quirky,Male,142,47,162,0
9F877F02,Sudowoodo,No,C224E95D,9E0C7784,Dark,31,31,31,31,31,31,Rattled,Relaxed,Male,121,45,39,0
9F88DDEC,Sneasel,No,C2264847,DC961B3A,Ghost,31,31,31,31,31,31,Keen Eye,Timid,Female,94,158,130,0
9F9A1108,Seviper,No,C2377B63,11D49FE5,Poison,31,31,31,31,31,31,Shed Skin,Rash,Male,28,88,196,0
9FC12B88,Gumshoos,No,C25E95E3,B4AD15ED,Poison,31,31,31,31,31,31,Strong Jaw,Quirky,Male,123,21,181,0
9FF50E01,Frigibax,No,C292785C,65484A85,Fairy,31,31,31,31,31,31,Thermal Exchange,Careful,Male,203,99,123,0
A030F27D,Stantler,No,C2CE5CD8,7BF9C0DB,Bug,31,31,31,31,31,31,Sap Sipper,Naive,Male,94,167,72,0
A0344793,Oinkologne,No,C2D1B1EE,6DD445EC,Ice,31,31,31,31,31,31,Gluttony,Serious,Male,175,43,172,0
A0EC397F,Magikarp,No,C389A3DA,4F5B800A,Water,31,31,31,31,31,31,Swift Swim,Serious,Female,68,167,151,0
A0FCAC82,Staravia,No,C39A16DD,8D9730B8,Fire,31,31,31,31,31,31,Intimidate,Docile,Male,202,161,112,0
A10AD8FA,Ditto,No,C3A84355,D2506B7C,Fairy,31,31,31,31,31,31,Imposter,Jolly,Genderless,153,20,68,0
A18D88F6,Spidops,No,C42AF351,D023065A,Fairy,31,31,31,31,31,31,Stakeout,Serious,Female,167,136,113,0
A1E7F2EF,Larvitar,No,C4855D4A,27682E85,Water,31,31,31,31,31,31,Sand Veil,Impish,Female,113,113,102,0
A1EE9AFB,Oinkologne,No,C48C0556,43BFBA67,Dark,31,31,31,31,31,31,Aroma Veil,Naive,Female,104,105,127,0
A204BD98,Corvisquire,No,C4A227F3,AB463079,Ice,31,31,31,31,31,31,Unnerve,Relaxed,Male,106,69,125,0
A254E304,Charcadet,No,C4F24D5F,E9A6A875,Dragon,31,31,31,31,31,31,Flash Fire,Naughty,Female,103,89,38,0
A2E2E6F4,Dedenne,No,C580514F,32339B61,Dragon,31,31,31,31,31,31,Pickup,Brave,Female,104,76,150,0
A35EC282,Naclstack,No,C5FC2CDD,00459AA6,Fire,31,31,31,31,31,31,Purifying Salt,Mild,Male,208,21,130,0
A3A07806,Haunter,No,C63DE261,3BC3B895,Fighting,31,31,31,31,31,31,Levitate,Rash,Female,205,117,216,0
A3E97906,Eevee,No,C686E361,5F77A24C,Fighting,31,31,31,31,31,31,Adaptability,Impish,Male,138,45,114,0
A40FBC88,Dunsparce (Common),No,C6AD26E3,CC83D0CC,Poison,31,31,31,31,31,31,Rattled,Quirky,Female,146,131,73,0
A429BCFB,Girafarig,No,C6C72756,649AD8CD,Dark,31,31,31,31,31,31,Sap Sipper,Serious,Female,74,208,177,0
A4556C1E,Dedenne,No,C6F2D679,F592A7D0,Dark,31,31,31,31,31,31,Cheek Pouch,Impish,Female,85,139,91,0
A48D97EE,Riolu,No,C72B0249,D5472917,Fire,31,31,31,31,31,31,Inner Focus,Careful,Male,122,205,42,0
A497CF71,Indeedee,No,C73539CC,ECC0B43A,Electric,31,31,31,31,31,31,Synchronize,Naive,Female,204,195,84,0
A4D6AD6E,Bruxish,No,C77417C9,E8FF7ED3,Fire,31,31,31,31,31,31,Wonder Skin,Jolly,Female,110,106,104,0
A596C983,Cetoddle,No,C83433DE,E7BA74C6,Steel,31,31,31,31,31,31,Snow Cloak,Docile,Male,132,135,70,0
A5CDF303,Pelipper,No,C86B5D5E,D2BFDDDC,Steel,31,31,31,31,31,31,Rain Dish,Naive,Male,133,198,165,0
A5CF5D7E,Dunsparce (Common),No,C86CC7D9,CD0B24BF,Fire,31,31,31,31,31,31,Serene Grace,Impish,Female,136,167,135,0
A634A783,Glimmet,No,C8D211DE,6E93DFDC,Steel,31,31,31,31,31,31,Corrosion,Lax,Male,49,90,171,0
A66F9D03,Qwilfish,No,C90D075E,4B1DC9F6,Steel,31,31,31,31,31,31,Swift Swim,Calm,Male,157,85,85,0
A670DAF7,Zangoose,No,C90E4552,7E2309AB,Grass,31,31,31,31,31,31,Toxic Boost,Careful,Male,140,207,46,0
A6D82687,Dedenne,No,C97590E2,209EE444,Flying,31,31,31,31,31,31,Cheek Pouch,Jolly,Male,12,223,131,0
A6D9CC91,Pelipper,No,C97736EC,2238AF52,Electric,31,31,31,31,31,31,Rain Dish,Docile,Male,185,142,142,0
A72FF9EE,Chansey,No,C9CD6449,48B57EF3,Fire,31,31,31,31,31,31,Healer,Serious,Female,132,164,115,0
A774C36E,Charcadet,No,CA122DC9,6CE9D5A7,Fire,31,31,31,31,31,31,Flash Fire,Lonely,Female,56,127,127,0
A78441F5,Oinkologne,No,CA21AC50,AF85354F,Dark,31,31,31,31,31,31,Thick Fat,Lax,Female,116,103,167,0
A7963B72,Carkol,No,CA33A5CD,E82EFDF9,Psychic,31,31,31,31,31,31,Steam Engine,Timid,Male,49,229,134,0
A81E8C70,Greedent,No,CABBF6CB,0BD3B908,Grass,31,31,31,31,31,31,Cheek Pouch,Rash,Female,227,119,238,0
A823FB05,Pikachu,No,CAC16560,41113D00,Normal,31,31,31,31,31,31,Static,Modest,Male,135,92,133,0
A89CB96C,Magikarp,No,CB3A23C7,148DA9CD,Ghost,31,31,31,31,31,31,Swift Swim,Adamant,Female,75,218,51,0
A90BAB05,Noibat,No,CBA91560,DF05E4E1,Normal,31,31,31,31,31,31,Frisk,Mild,Female,207,184,88,0
A919D182,Kricketune,No,CBB73BDD,277BED67,Water,31,31,31,31,31,31,Swarm,Impish,Female,159,192,120,0
A9305C85,Dunsparce (Common),No,CBCDC6E0,859390F2,Normal,31,31,31,31,31,31,Rattled,Adamant,Female,233,165,74,0
A93B8502,Hippopotas,No,CBD8EF5D,9EF00CAF,Water,31,31,31,31,31,31,Sand Stream,Relaxed,Female,137,83,106,0
A96B6605,Gothorita,No,CC08D060,621DA378,Normal,31,31,31,31,31,31,Shadow Tag,Docile,Female,51,140,199,0
A9FD9383,Makuhita,No,CC9AFDDE,96F43C82,Fire,31,31,31,31,31,31,Guts,Quirky,Male,87,185,105,0
AA11AC88,Staravia,No,CCAF16E3,0616D9FC,Poison,31,31,31,31,31,31,Intimidate,Adamant,Female,47,92,76,0
AA923285,Kirlia,No,CD2F9CE0,FCB11EC4,Normal,31,31,31,31,31,31,Telepathy,Bold,Female,133,177,99,0
AAC90805,Mareanie,No,CD667260,E7B7B056,Normal,31,31,31,31,31,31,Regenerator,Calm,Male,114,188,102,0
ABA10BF9,Noibat,No,CE3E7654,46FDD5D2,Bug,31,31,31,31,31,31,Infiltrator,Jolly,Female,210,114,229,0
AC18001E,Sableye,No,CEB56A79,2A1F27E8,Steel,31,31,31,31,31,31,Keen Eye,Bold,Male,109,144,182,0
AC3AB583,Rufflet,No,CED81FDE,9F93595C,Fire,31,31,31,31,31,31,Keen Eye,Sassy,Male,105,35,105,0
AC42D088,Zangoose,No,CEE03AE3,C090D07C,Poison,31,31,31,31,31,31,Toxic Boost,Mild,Male,46,88,214,0
AC498306,Charcadet,No,CEE6ED61,EBCC6EE0,Fighting,31,31,31,31,31,31,Flash Fire,Sassy,Male,139,169,167,0
AC5A3984,Chansey,No,CEF7A3DF,2136D56C,Dark,31,31,31,31,31,31,Natural Cure,Hardy,Female,122,88,126,0
AC721F92,Carkol,No,CF0F89ED,81F9B6DC,Psychic,31,31,31,31,31,31,Flash Fire,Jolly,Male,34,116,149,0
ACB6B880,Ditto,No,CF5422DB,7039DAB4,Electric,31,31,31,31,31,31,Imposter,Bashful,Genderless,129,46,129,0
ACBA2F76,Indeedee,No,CF5799D1,A25729D6,Fairy,31,31,31,31,31,31,Own Tempo,Hasty,Female,19,26,138,0
ACC97373,Pelipper,No,CF66DDCE,EE9AB4C5,Ice,31,31,31,31,31,31,Keen Eye,Serious,Male,53,58,104,0
ADA1CF7B,Indeedee,No,D03F39D6,4CB063CE,Fairy,31,31,31,31,31,31,Synchronize,Relaxed,Female,159,137,160,0
ADA57A95,Dratini,No,D042E4F0,3DFCA1CF,Dark,31,31,31,31,31,31,Shed Skin,Quiet,Female,102,60,103,0
ADFFAA03,Deino,No,D09D145E,930FE9CB,Fire,31,31,31,31,31,31,Hustle,Lonely,Male,53,36,71,0
AE0F88ED,Spidops,No,D0ACF348,D1F34D2F,Steel,31,31,31,31,31,31,Insomnia,Sassy,Male,171,43,26,0
AE47867C,Steenee,No,D0E4F0D7,B1AE9715,Poison,31,31,31,31,31,31,Leaf Guard,Quirky,Female,164,135,74,0
AE54B26D,Stantler,No,D0F21CC8,F56B8BBB,Steel,31,31,31,31,31,31,Sap Sipper,Bashful,Female,95,169,197,0
AE71A908,Finizen,No,D10F1363,895D5CB0,Poison,31,31,31,31,31,31,Water Veil,Sassy,Male,161,213,115,0
AE90157F,Zorua,No,D12D7FDA,08A267F3,Ground,31,31,31,31,31,31,Illusion,Lax,Female,95,106,181,0
AED8BF6E,Marill,No,D17629C9,25F9EA4D,Fire,31,31,31,31,31,31,Sap Sipper,Naive,Male,230,24,150,0
AF4FEC00,Greedent,No,D1ED565B,D11DD804,Electric,31,31,31,31,31,31,Gluttony,Adamant,Female,135,40,129,0
AF648E7D,Frigibax,No,D201F8D8,34C94D17,Steel,31,31,31,31,31,31,Thermal Exchange,Jolly,Female,121,201,188,0
AFA36D04,Bruxish,No,D240D75F,43F8EC4C,Dark,31,31,31,31,31,31,Dazzling,Adamant,Male,67,86,72,0
AFE92EEC,Indeedee,No,D2869947,6AA88EC1,Ghost,31,31,31,31,31,31,Synchronize,Mild,Male,145,36,171,0
AFF9E2EF,Pawmo,No,D2974D4A,A9EB4B37,Water,31,31,31,31,31,31,Volt Absorb,Mild,Female,146,116,155,0
B0A19288,Kirlia,No,D33EFCE3,52FEC759,Poison,31,31,31,31,31,31,Synchronize,Quiet,Female,150,84,171,0
B0C3B0F2,Numel,No,D3611B4D,CB204978,Psychic,31,31,31,31,31,31,Own Tempo,Timid,Male,156,93,115,0
B0CE8D81,Hattrem,No,D36BF7DC,D6E78DF9,Electric,31,31,31,31,31,31,Anticipation,Timid,Female,175,151,218,0
B0FAA808,Mareanie,No,D3981263,A7A30479,Poison,31,31,31,31,31,31,Merciless,Modest,Female,24,175,146,0
B1255177,Seviper,No,D3C2BBD2,3E9BB52A,Water,31,31,31,31,31,31,Shed Skin,Lonely,Male,49,140,120,0
B18C4711,Eevee,No,D429B16C,DB2753D5,Electric,31,31,31,31,31,31,Run Away,Impish,Male,51,36,134,0
B18EE96C,Lokix,No,D42C53C7,D59E1B0E,Ghost,31,31,31,31,31,31,Swarm,Naughty,Female,117,157,60,0
B1C4ED00,Bruxish,No,D462575B,BD508537,Psychic,31,31,31,31,31,31,Wonder Skin,Jolly,Male,95,20,27,0
B1D5D3EC,Makuhita,No,D4733E47,00D815C4,Ghost,31,31,31,31,31,31,Guts,Timid,Female,63,156,84,0
B233C098,Lokix,No,D4D12AF3,87832EE1,Fighting,31,31,31,31,31,31,Tinted Lens,Adamant,Female,110,110,104,0
B277BDEC,Sneasel,No,D5152847,7931B6B2,Ghost,31,31,31,31,31,31,Inner Focus,Bashful,Male,59,152,60,0
B29AD6FE,Bronzor,No,D5384159,2416DA3C,Dragon,31,31,31,31,31,31,Heavy Metal,Impish,Genderless,120,86,175,0
B303FC88,Dunsparce (Common),No,D5A166E3,C729093D,Poison,31,31,31,31,31,31,Serene Grace,Bashful,Male,186,182,192,0
B3806285,Naclstack,No,D61DCCE0,C981BE15,Normal,31,31,31,31,31,31,Clear Body,Sassy,Female,197,126,57,0
B4E48C6D,Greedent,No,D781F6C8,438F5550,Steel,31,31,31,31,31,31,Gluttony,Bold,Female,231,154,16,0
B4E78901,Finizen,No,D784F35C,3FA328EC,Electric,31,31,31,31,31,31,Water Veil,Timid,Female,173,191,124,0
B4F5F386,Makuhita,No,D7935DE1,85DD0098,Fighting,31,31,31,31,31,31,Guts,Quiet,Male,125,55,122,0
B5131203,Larvitar,No,D7B07C5E,0C011416,Water,31,31,31,31,31,31,Guts,Relaxed,Male,77,152,146,0
B5204E7E,Frigibax,No,D7BDB8D9,4F3AAF64,Ground,31,31,31,31,31,31,Thermal Exchange,Adamant,Male,133,196,151,0
B5486984,Cetoddle,No,D7E5D3DF,EE44F62B,Fairy,31,31,31,31,31,31,Snow Cloak,Bashful,Female,123,133,156,0
B5A4E880,Spidops,No,D84252DB,414A0983,Psychic,31,31,31,31,31,31,Insomnia,Hardy,Female,145,90,37,0
B5E532FF,Larvitar,No,D8829D5A,43EA0AC1,Fighting,31,31,31,31,31,31,Sand Veil,Quirky,Female,146,133,192,0
B5FFD200,Larvitar,No,D89D3C5B,9D704ADF,Psychic,31,31,31,31,31,31,Sand Veil,Calm,Male,209,172,73,0
B60583EC,Tinkatuff,No,D8A2EE47,C4D279FD,Ghost,31,31,31,31,31,31,Own Tempo,Lax,Female,124,89,99,0
B65DBC00,Axew,No,D8FB265B,248E08B3,Psychic,31,31,31,31,31,31,Unnerve,Serious,Male,113,100,176,0
B65F537A,Pelipper,No,D8FCBDD5,19E15179,Fighting,31,31,31,31,31,31,Drizzle,Naive,Male,171,97,87,0
B67FE11D,Indeedee,No,D91D4B78,9B3C1978,Ice,31,31,31,31,31,31,Inner Focus,Modest,Male,236,70,211,0
B6B13D04,Qwilfish,No,D94EA75F,936B0B0B,Fairy,31,31,31,31,31,31,Swift Swim,Bashful,Male,28,177,84,0
B71DD8ED,Ditto,No,D9BB4348,2325FBF0,Steel,31,31,31,31,31,31,Imposter,Timid,Genderless,69,60,106,0
B746E26D,Dolliv,No,D9E44CC8,B6395A6A,Steel,31,31,31,31,31,31,Early Bird,Relaxed,Male,225,215,111,0
B7ABC878,Mareanie,No,DA4932D3,6B7B6B81,Fighting,31,31,31,31,31,31,Limber,Hardy,Male,153,122,12,0
B7F118EE,Ditto,No,DA8E8349,928BB2FD,Fire,31,31,31,31,31,31,Imposter,Rash,Genderless,58,42,172,0
B879AFEC,Morgrem,No,DB171A47,BA2F1E32,Ghost,31,31,31,31,31,31,Prankster,Impish,Male,121,70,160,0
B8AE986F,Haunter,No,DB4C02CA,5E1E1CCC,Water,31,31,31,31,31,31,Levitate,Brave,Male,160,161,168,0
B9594706,Oranguru,No,DBF6B161,378D7679,Fighting,31,31,31,31,31,31,Telepathy,Gentle,Male,146,142,110,0
B98D34EE,Basculin,No,DC2A9F49,E7745AD0,Fire,31,31,31,31,31,31,Reckless,Quirky,Male,128,126,191,0
B99292F0,Larvitar,No,DC2FFD4B,0D0F6BB8,Grass,31,31,31,31,31,31,Guts,Hasty,Male,52,146,169,0
B9B5C602,Gothorita,No,DC53305D,8A6181E1,Electric,31,31,31,31,31,31,Shadow Tag,Lax,Female,147,141,182,0
B9BBBA05,Naclstack,No,DC592460,B183D79F,Normal,31,31,31,31,31,31,Purifying Salt,Hasty,Male,174,77,162,0
B9D7E478,Glimmet,No,DC754ED3,028403D4,Flying,31,31,31,31,31,31,Toxic Debris,Rash,Male,130,40,221,0
BB279412,Luxio,No,DDC4FE6D,3EE58A59,Psychic,31,31,31,31,31,31,Rivalry,Jolly,Female,126,206,19,0
BB57CCEF,Carkol,No,DDF5374A,FF3220E8,Water,31,31,31,31,31,31,Steam Engine,Hardy,Female,87,224,119,0
BB6F3E03,Dratini,No,DE0CA85E,5CFDABDF,Grass,31,31,31,31,31,31,Marvel Scale,Docile,Female,120,206,168,0
BB8E8274,Dolliv,No,DE2BECCF,DAFA0CC4,Dragon,31,31,31,31,31,31,Early Bird,Brave,Female,52,167,100,0
BB906FF2,Morgrem,No,DE2DDA4D,125CEC89,Psychic,31,31,31,31,31,31,Prankster,Sassy,Male,187,152,107,0
BC332207,Pawmo,No,DED08C62,93BAFB23,Flying,31,31,31,31,31,31,Natural Cure,Docile,Male,131,132,77,0
BC5D961F,Gumshoos,No,DEFB007A,2DB60FEA,Water,31,31,31,31,31,31,Stakeout,Docile,Male,89,171,138,0
BC681887,Ditto,No,DF0582E2,77C6B82F,Flying,31,31,31,31,31,31,Imposter,Mild,Genderless,51,125,154,0
BC849983,Chansey,No,DF2203DE,CA89D377,Grass,31,31,31,31,31,31,Healer,Hardy,Female,167,89,56,0
BCAE50EF,Zangoose,No,DF4BBB4A,61807049,Water,31,31,31,31,31,31,Immunity,Brave,Female,58,96,89,0
BCDFA303,Charcadet,No,DF7D0D5E,25EFFC9B,Grass,31,31,31,31,31,31,Flash Fire,Relaxed,Male,121,114,203,0
BD001B7B,Finizen,No,DF9D85D6,D6CC9235,Ghost,31,31,31,31,31,31,Water Veil,Gentle,Female,162,188,132,0
BD1261FC,Oinkologne,No,DFAFCC57,0FC25C8F,Dragon,31,31,31,31,31,31,Thick Fat,Quiet,Female,136,62,49,0
BD5ACBED,Gumshoos,No,DFF83648,31DA3AA1,Steel,31,31,31,31,31,31,Strong Jaw,Serious,Male,152,186,219,0
BDF3B97D,Magikarp,No,E09123D8,94CFC594,Rock,31,31,31,31,31,31,Swift Swim,Impish,Female,187,248,21,0
BE5E2085,Sunflora,No,E0FB8AE0,1D1A15DE,Normal,31,31,31,31,31,31,Early Bird,Jolly,Male,55,50,113,0
BE66936E,Pelipper,No,E103FDC9,3FFB7478,Fire,31,31,31,31,31,31,Rain Dish,Lax,Female,104,131,195,0
BF597D77,Qwilfish,No,E1F6E7D2,39645D7F,Bug,31,31,31,31,31,31,Swift Swim,Relaxed,Male,47,159,60,0
BF7DCD03,Bruxish,No,E21B375E,ABCE2AC7,Grass,31,31,31,31,31,31,Wonder Skin,Hardy,Female,40,182,122,0
BF914C07,Greedent,No,E22EB662,1A69350F,Flying,31,31,31,31,31,31,Cheek Pouch,Hasty,Male,118,75,99,0
BFB8C100,Oinkologne,No,E2562B5B,B8B3E9A8,Ice,31,31,31,31,31,31,Lingering Aroma,Naive,Male,94,164,216,0
C00C4980,Cetoddle,No,E2A9B3DB,E9ACB5DA,Ice,31,31,31,31,31,31,Snow Cloak,Impish,Female,204,128,86,0
C08270FB,Numel,No,E31FDB56,E256C517,Rock,31,31,31,31,31,31,Own Tempo,Naughty,Male,207,111,206,0
C12D907E,Sableye,No,E3CAFAD9,63913F8C,Fighting,31,31,31,31,31,31,Stall,Calm,Female,181,128,85,0
C1428F77,Indeedee,No,E3DFF9D2,DF5D9424,Steel,31,31,31,31,31,31,Psychic Surge,Lax,Female,167,127,153,0
C176AAFE,Goomy,No,E4141559,8FF908CE,Fighting,31,31,31,31,31,31,Gooey,Careful,Female,137,215,163,0
C19A2BFA,Noibat,No,E4379655,42BE06F6,Steel,31,31,31,31,31,31,Frisk,Impish,Male,104,56,170,0
C1EF5673,Luxio,No,E48CC0CE,6CD20C68,Ice,31,31,31,31,31,31,Guts,Hasty,Male,160,162,108,0
C20C6073,Larvesta,No,E4A9CACE,E7CB4462,Ice,31,31,31,31,31,31,Flame Body,Rash,Female,246,144,105,0
C228D007,Numel,No,E4C63A62,75B2D19A,Flying,31,31,31,31,31,31,Own Tempo,Lonely,Female,69,30,185,0
C2575AF3,Zangoose,No,E4F4C54E,0B7589C0,Ice,31,31,31,31,31,31,Immunity,Serious,Male,116,108,153,0
C2725A7F,Staravia,No,E50FC4DA,9F9AF5DA,Normal,31,31,31,31,31,31,Intimidate,Mild,Female,169,56,79,0
C28FFE7E,Dratini,No,E52D68D9,EAB6F472,Fighting,31,31,31,31,31,31,Marvel Scale,Jolly,Male,213,160,98,0
C2BBDBF7,Venomoth,No,E5594652,BA7B6E18,Steel,31,31,31,31,31,31,Tinted Lens,Hasty,Male,160,194,98,0
C2D4C4FE,Pincurchin,No,E5722F59,059ABEB8,Fighting,31,31,31,31,31,31,Lightning Rod,Naive,Male,142,83,99,0
C2DB16F7,Bronzor,No,E5788152,3CE33E41,Steel,31,31,31,31,31,31,Heavy Metal,Naive,Genderless,86,198,64,0
C3DC4B05,Noibat,No,E679B560,26AD1160,Normal,31,31,31,31,31,31,Telepathy,Rash,Male,164,155,156,0
C3DD6770,Oranguru,No,E67AD1CB,233E3B73,Grass,31,31,31,31,31,31,Inner Focus,Gentle,Female,119,27,56,0
C3DF40FB,Fletchinder,No,E67CAB56,2AD67D7F,Bug,31,31,31,31,31,31,Flame Body,Lax,Female,129,100,164,0
C40F5F6E,Sudowoodo,No,E6ACC9C9,F20AC9EE,Fire,31,31,31,31,31,31,Rock Head,Hasty,Male,106,124,186,0
C447F57F,Zorua,No,E6E55FDA,CF223BD2,Normal,31,31,31,31,31,31,Illusion,Quiet,Male,155,223,130,0
C45FF318,Girafarig,No,E6FD5D73,2F1FAB7D,Steel,31,31,31,31,31,31,Early Bird,Serious,Male,147,57,191,0
C473D0F6,Zangoose,No,E7113B51,9FC5C6B4,Fairy,31,31,31,31,31,31,Immunity,Lonely,Male,94,95,125,0
C49F51F2,Kricketune,No,E73CBC4D,3272A9AC,Psychic,31,31,31,31,31,31,Technician,Bashful,Female,174,121,37,0
C4EEE319,Frigibax,No,E78C4D74,73FCEAEB,Grass,31,31,31,31,31,31,Thermal Exchange,Careful,Female,94,96,195,0
C5A114FA,Basculin,No,E83E7F55,5A89B090,Dark,31,31,31,31,31,31,Reckless,Modest,Female,174,213,44,0
C5B36E7D,Frigibax,No,E850D8D8,A1437538,Flying,31,31,31,31,31,31,Thermal Exchange,Serious,Male,235,169,86,0
C60838EC,Ditto,No,E8A5A347,FCADD257,Ghost,31,31,31,31,31,31,Imposter,Timid,Genderless,107,96,112,0
C631FA77,Sneasel,No,E8CF64D2,95E1E65E,Steel,31,31,31,31,31,31,Pickpocket,Hasty,Male,149,97,173,0
C6FF2F04,Pincurchin,No,E99C995F,B0DBB367,Ghost,31,31,31,31,31,31,Lightning Rod,Careful,Female,60,122,80,0
C719CE81,Indeedee,No,E9B738DC,34F8681D,Steel,31,31,31,31,31,31,Synchronize,Lonely,Female,33,128,45,0
C73D3FF2,Skiploom,No,E9DAAA4D,A7D506BE,Psychic,31,31,31,31,31,31,Chlorophyll,Adamant,Female,122,114,138,0
C7660572,Numel,No,EA036FCD,53DD491C,Psychic,31,31,31,31,31,31,Own Tempo,Serious,Male,103,99,88,0
C78A8476,Gothorita,No,EA27EED1,02723B14,Fairy,31,31,31,31,31,31,Frisk,Adamant,Female,187,214,29,0
C78C80FC,Fletchinder,No,EA29EB57,EA7A5757,Poison,31,31,31,31,31,31,Gale Wings,Sassy,Female,157,235,42,0
C7E59B7F,Bergmite,No,EA8305DA,46746FF0,Normal,31,31,31,31,31,31,Own Tempo,Hasty,Female,7,84,72,0
C7EA0871,Mareanie,No,EA8772CC,844DC77C,Electric,31,31,31,31,31,31,Limber,Gentle,Female,217,75,225,0
C7F872F6,Larvitar,No,EA95DD51,BB336108,Fairy,31,31,31,31,31,31,Guts,Gentle,Female,101,182,98,0
C862BF73,Marill,No,EB0029CE,67DB694F,Ice,31,31,31,31,31,31,Thick Fat,Docile,Male,172,163,212,0
C870C5F4,Pincurchin,No,EB0E304F,A09173F5,Dragon,31,31,31,31,31,31,Electric Surge,Mild,Female,8,150,111,0
C8E16079,Larvesta,No,EB7ECAD4,5F84025E,Dark,31,31,31,31,31,31,Flame Body,Bashful,Male,192,131,117,0
C965E281,Naclstack,No,EC034CDC,4C05404E,Ice,31,31,31,31,31,31,Purifying Salt,Serious,Male,138,105,66,0
C9779806,Haunter,No,EC150261,923F99B6,Fighting,31,31,31,31,31,31,Levitate,Mild,Female,104,94,147,0
C9845EF6,Flaaffy,No,EC21C951,D1CA751D,Fairy,31,31,31,31,31,31,Plus,Impish,Male,253,109,154,0
CA3BD97F,Magikarp,No,ECD943DA,C2DF5449,Fighting,31,31,31,31,31,31,Swift Swim,Careful,Female,98,121,101,0
CA92CF19,Kricketune,No,ED303974,270412D4,Electric,31,31,31,31,31,31,Swarm,Docile,Female,92,166,144,0
CB1834F9,Basculin,No,EDB59F54,3F4FFEE2,Flying,31,31,31,31,31,31,Reckless,Calm,Female,138,206,61,0
CB9DB004,Numel,No,EE3B1A5F,29CAAED3,Ice,31,31,31,31,31,31,Oblivious,Brave,Male,188,183,136,0
CBBC2599,Fletchinder,No,EE598FF4,AF9D01C8,Steel,31,31,31,31,31,31,Gale Wings,Jolly,Male,20,116,140,0
CBDD38FA,Ditto,No,EE7AA355,2B72883B,Ghost,31,31,31,31,31,31,Imposter,Brave,Genderless,129,150,167,0
CBF4B5FD,Cubchoo,No,EE922058,8D9CFCEA,Poison,31,31,31,31,31,31,Rattled,Quiet,Male,138,193,159,0
CC7ADE9B,Girafarig,No,EF1848F6,CCF72CEA,Water,31,31,31,31,31,31,Inner Focus,Lax,Male,126,236,146,0
CCA73AF7,Chansey,No,EF44A552,5A20228C,Fire,31,31,31,31,31,31,Healer,Naughty,Female,150,108,205,0
CCD3226F,Dolliv,No,EF708CCA,29E7CE38,Water,31,31,31,31,31,31,Early Bird,Hasty,Female,151,113,218,0
CD089B75,Gothorita,No,EFA605D0,02DC3B2C,Dark,31,31,31,31,31,31,Frisk,Hardy,Male,180,144,74,0
CD53A1F5,Oinkologne,No,EFF10C50,2686186E,Dark,31,31,31,31,31,31,Gluttony,Mild,Female,142,224,56,0
CD5FAEFF,Indeedee,No,EFFD195A,366DA148,Fighting,31,31,31,31,31,31,Inner Focus,Hasty,Male,210,91,88,0
CD8B0578,Tinkatuff,No,F0286FD3,09B47E20,Normal,31,31,31,31,31,31,Pickpocket,Calm,Female,117,98,120,0
CDA003F3,Tinkatuff,No,F03D6E4E,65DEC94F,Ice,31,31,31,31,31,31,Own Tempo,Naive,Female,184,107,148,0
CDD03FF8,Skiploom,No,F06DAA53,249CB072,Normal,31,31,31,31,31,31,Leaf Guard,Sassy,Male,17,138,11,0
CE296B78,Bergmite,No,F0C6D5D3,80965242,Normal,31,31,31,31,31,31,Sturdy,Serious,Female,56,17,137,0
CE7251F8,Kricketune,No,F10FBC53,AD0283A0,Normal,31,31,31,31,31,31,Technician,Bold,Male,178,144,167,0
CEAAF575,Zorua,No,F1485FD0,8B31F54E,Dark,31,31,31,31,31,31,Illusion,Lax,Male,134,148,126,0
CF18BD7E,Qwilfish,No,F1B627D9,40B2017E,Flying,31,31,31,31,31,31,Intimidate,Bold,Male,202,108,82,0
